Altium Designer Pick and Place Locations;;;;;;;;
C:\Users\VMORAIS\Desktop\3phase_inverter\2. Hardware PCB\REV_4.0\inversor\Project Outputs for inversor_rev4\Pick Place for inversor_rev4.csv;;;;;;;;
;;;;;;;;
========================================================================================================================;;;;;;;;
File Design Information:;;;;;;;;
;;;;;;;;
Date:       14/05/20;;;;;;;;
Time:       19:14;;;;;;;;
Revision:   Not in VersionControl;;;;;;;;
Variant:    No variations;;;;;;;;
Units used: mil;;;;;;;;
;;;;;;;;
Designator;Comment;Layer;Footprint;Center-X(mil);Center-Y(mil);Rotation;Description;LCSC PART #
P1;P 8p 2.54 SR DW 3P;BottomLayer;MOLEX_3p_105431_1103;2906.000;635.000;180;Distribuidores e Alojamento de Fios CGrid Hrd SRDW THo le 8ckt;
P3;P 8p 2.54 SR DW 3P;BottomLayer;MOLEX_3p_105431_1103;3335.998;990.413;180;Distribuidores e Alojamento de Fios CGrid Hrd SRDW THo le 8ckt;
P2;P 8p 2.54 SR DW 3P;BottomLayer;MOLEX_3p_105431_1103;3335.998;635.000;180;Distribuidores e Alojamento de Fios CGrid Hrd SRDW THo le 8ckt;
R18;R 49k9 1/8W 0805 1%;BottomLayer;RESC_0805;2971.000;2285.000;180;Resistores de Filme Espesso - SMD 1/8Watt 49.9Kohms 1% Commercial Use;C17719
U4;IC AmpIso UNI AMC1311;TopLayer;AMC1311_-_SOIC8;2966.000;2145.433;270;Amplificadores de isolamento A 595-AMC1311DWV;
R19;R 330 1/8 0805 1%;TopLayer;RESC_0805;3291.000;1450.000;0;Resistores de Filme Espesso - SMD 1/8Watt 330ohms 1% Commercial Use;C17630
R17;R 49k9 1/8W 0805 1%;BottomLayer;RESC_0805;2896.000;2360.000;360;Resistores de Filme Espesso - SMD 1/8Watt 49.9Kohms 1% Commercial Use;C17719
R16;R 3k6 1/8W 0805 1%;BottomLayer;RESC_0805;2976.000;2465.000;180;Resistores de Filme Espesso - SMD 1/8watt 3.6Kohms 1%;C18359
P8;P 8p 2.54 SR DW 3P;BottomLayer;MOLEX_3p_105431_1103;3336.000;1345.000;360;Distribuidores e Alojamento de Fios CGrid Hrd SRDW THo le 8ckt;
C36;C 10uF 0805 MLCC 25V X5R;TopLayer;CAPC_0805;3121.000;1985.000;270;Capacitores de cerâmica multicamada MLCC - SMD/SMT 10uF 25V X5R +/-10% 0805 Gen Purp;C15850
C35;C1uF 0805 MLCC 50V X5R;TopLayer;CAPC_0805;3386.000;1265.000;180;Capacitores de cerâmica multicamada MLCC - SMD/SMT 0805 50V 1uF 20% X5R;C28323
C28;C 10uF 0805 MLCC 25V X5R;TopLayer;CAPC_0805;2516.000;960.000;90;Capacitores de cerâmica multicamada MLCC - SMD/SMT 10uF 25V X5R +/-10% 0805 Gen Purp;C15850
R33;R 30k 1/8W 0805 1%;TopLayer;RESC_0805;2997.000;3195.000;0;Resistores de Filme Espesso - SMD 0805 30Kohms 1% AEC-Q200;C17621
R32;R 30k 1/8W 0805 1%;TopLayer;RESC_0805;3000.000;3303.500;180;Resistores de Filme Espesso - SMD 0805 30Kohms 1% AEC-Q200;C17621
R31;R 30k 1/8W 0805 1%;TopLayer;RESC_0805;2997.000;3412.000;0;Resistores de Filme Espesso - SMD 0805 30Kohms 1% AEC-Q200;C17621
R30;R 30k 1/8W 0805 1%;TopLayer;RESC_0805;2816.000;3411.000;0;Resistores de Filme Espesso - SMD 0805 30Kohms 1% AEC-Q200;C17621
R29;R 30k 1/8W 0805 1%;TopLayer;RESC_0805;3178.000;3196.000;180;Resistores de Filme Espesso - SMD 0805 30Kohms 1% AEC-Q200;C17621
R28;R 30k 1/8W 0805 1%;TopLayer;RESC_0805;3215.402;3336.902;270;Resistores de Filme Espesso - SMD 0805 30Kohms 1% AEC-Q200;C17621
R27;R 30k 1/8W 0805 1%;TopLayer;RESC_0805;3422.000;3284.000;180;Resistores de Filme Espesso - SMD 0805 30Kohms 1% AEC-Q200;C17621
R26;R 30k 1/8W 0805 1%;BottomLayer;RESC_0805;3424.000;3282.000;0;Resistores de Filme Espesso - SMD 0805 30Kohms 1% AEC-Q200;C17621
R23;R 30k 1/8W 0805 1%;TopLayer;RESC_0805;3480.000;2812.000;270;Resistores de Filme Espesso - SMD 0805 30Kohms 1% AEC-Q200;C17621
R22;R 30k 1/8W 0805 1%;TopLayer;RESC_0805;3423.000;2968.000;360;Resistores de Filme Espesso - SMD 0805 30Kohms 1% AEC-Q200;C17621
R21;R 30k 1/8W 0805 1%;TopLayer;RESC_0805;3425.000;3106.000;180;Resistores de Filme Espesso - SMD 0805 30Kohms 1% AEC-Q200;C17621
R20;R 30k 1/8W 0805 1%;BottomLayer;RESC_0805;3424.000;3105.000;360;Resistores de Filme Espesso - SMD 0805 30Kohms 1% AEC-Q200;C17621
C29;C 10nF 0805 MLCC 50V X7R;BottomLayer;CAPC_0805;2316.000;980.000;90;Capacitores de cerâmica multicamada MLCC - SMD/SMT 10nF 50V X7R 10%;C1710
R14;R 3K 1/8W 0805 1%;BottomLayer;RESC_0805;2046.000;820.000;180;Resistores de Filme Espesso - SMD 1/8watt 3Kohms 1% 100ppm;C17661
U5;IC AmpIso UNI AMC1311;TopLayer;AMC1311_-_SOIC8;3391.000;2230.433;270;Amplificadores de isolamento A 595-AMC1311DWV;
U3;IC CC/CC 1W 5V;BottomLayer;DC/DC_ISO;3197.000;2209.410;90;Conversores CC/CC com isolação 1W 5Vin 5Vout 200mA SIP7;
